,zipcode,total,non_whiteFraction,non_whiteFraction_err
1120,13205,18377,0.6480927246014039,0.08974060579015512
1121,13206,16142,0.2464998141494239,0.07530939956079485
1122,13207,13153,0.4648369193339923,0.10620982268711598
1123,13208,22553,0.44557265108854693,0.08373373029652866
1124,13209,13095,0.09553264604810996,0.06193468413239586
1125,13210,27822,0.38455179354467683,0.04832464842680978
1126,13211,6616,0.15160217654171704,0.10451280710504157
1127,13212,20645,0.07585371760716886,0.049360383017180084
1128,13214,9357,0.266752164155178,0.10093575491253627
1129,13215,15541,0.07560646033073803,0.044542606858141424
1130,13219,14928,0.04930332261521975,0.05364156516959445
1131,13224,8560,0.44275700934579443,0.12335777437218783
1132,13290,0,,inf
1133,13301,79,0.0,0.9487761874148612
1134,13302,1726,0.03997682502896871,0.18229209763114249
1135,13303,1115,0.014349775784753382,0.2344786344976185
1136,13304,1679,0.053007742703990446,0.23811418147367325
1137,13305,547,0.0,0.6153250966084034
1138,13308,2697,0.004078605858361173,0.2388138097687647
1139,13309,5806,0.02790217016879093,0.05391654884864571
1140,13310,573,0.0,0.6071492780868785
1141,13312,421,0.01187648456057011,0.3362368223895954
1142,13313,511,0.013698630136986356,0.2828855421074388
1143,13314,484,0.0,0.4499770425732575
1144,13315,1489,0.004029550033579632,0.21508359292143078
1145,13316,6490,0.036671802773497686,0.06005768488403175
1146,13317,3966,0.04185577407967722,0.059421145004761984
1147,13318,1271,0.01809598741148699,0.2728653884189124
1148,13319,793,0.0,0.5795957222840553
1149,13320,2163,0.018030513176144236,0.14350284741661487
1150,13321,1144,0.0,0.4994250692296594
1151,13322,797,0.02258469259723961,0.3239851873339646
1152,13323,11151,0.08402833826562639,0.0665950224349573
1153,13324,2093,0.01672240802675584,0.13152123643298227
1154,13325,992,0.02620967741935487,0.22470715001982475
1155,13326,5372,0.06924795234549519,0.08318737867878019
1156,13327,1926,0.03582554517133951,0.1439613358887568
1157,13328,1421,0.010555946516537684,0.2201203558445913
1158,13329,4331,0.02586007850380978,0.1139815271055697
1159,13331,156,0.0,0.6527139518645054
1160,13332,2752,0.03779069767441856,0.1791649476118678
1161,13333,46,0.0,1.1067758314224223
1162,13334,1163,0.0034393809114359186,0.2978251868757883
1163,13335,1570,0.043312101910828016,0.1649719607168662
1164,13337,658,0.06838905775075987,0.3597202710181231
1165,13338,1088,0.04227941176470584,0.15068245976314532
1166,13339,6307,0.03186935151419057,0.058900713654908066
1167,13340,8049,0.03404149583799232,0.061808275552300965
1168,13341,149,0.0,0.7498179290434531
1169,13342,213,0.0,0.4116490181555488
1170,13343,1936,0.0015495867768594573,0.13085782164077675
1171,13345,184,0.0,0.48421442624730976
1172,13346,6304,0.12531725888324874,0.09584614058132693
1173,13348,1364,0.029325513196480912,0.22095908412576112
1174,13350,9985,0.050876314471707595,0.01967486852441763
1175,13352,168,0.0,1.3468700594029477
1176,13353,36,0.0,0.7463904912524668
1177,13354,3467,0.019325064897605992,0.13183130132187507
1178,13355,884,0.0,0.41114579811073015
1179,13357,10969,0.06290454918406418,0.04341477499088166
1180,13360,354,0.0,0.3435660066782095
1181,13361,880,0.03409090909090906,0.22156133161746894
1182,13362,197,0.0,0.6748024104724413
1183,13363,2080,0.00528846153846152,0.18610960387477415
1184,13364,94,0.0,0.8124205571079482
1185,13365,8715,0.02857142857142858,0.05222590191032539
1186,13367,8609,0.04332675107445694,0.050879132154249454
1187,13368,1259,0.030976965845909477,0.18368612099443035
1188,13402,1676,0.014319809069212375,0.21805426497611632
1189,13403,7330,0.24270122783083214,0.13165859261357038
1190,13404,183,0.032786885245901676,0.39334120502881964
1191,13406,730,0.023287671232876672,0.2518734231104851
1192,13407,5155,0.019980601357904915,0.06664180124108207
1193,13408,4096,0.176025390625,0.11366757796646736
1194,13409,2447,0.06865549652635883,0.12602835400021375
1195,13410,209,0.009569377990430672,0.4419570610654949
1196,13411,3353,0.01014017297942138,0.1123745589146718
1197,13413,16370,0.07782529016493589,0.0596963285272015
1198,13415,88,0.17045454545454541,0.6397088461517502
1199,13416,2320,0.03577586206896555,0.14837571290059673
1200,13417,3341,0.03980844058665067,0.19144429269923482
1201,13418,339,0.014749262536873142,0.49175835633017445
1202,13420,1213,0.01154163231657046,0.3172246793220596
1203,13421,13602,0.05594765475665342,0.04548696629770808
1204,13424,2421,0.09458901280462617,0.13972442783169
1205,13425,2306,0.030355594102341676,0.20155501078478263
1206,13428,1889,0.03070407623080995,0.14569630570808767
1207,13431,1874,0.07630736392742798,0.17181442812785597
1208,13433,2003,0.023964053919121264,0.14542289698296065
1209,13435,270,0.011111111111111072,0.4977408125807165
1210,13436,95,0.0,0.6996635519108997
1211,13437,437,0.0,0.2815482378179846
1212,13438,3598,0.023346303501945553,0.10878860988869604
1213,13439,3612,0.04069767441860461,0.12433215585049352
1214,13440,42257,0.09662304470265282,0.027713143597686944
1215,13441,55,0.23636363636363633,0.9446442938816874
1216,13450,77,0.07792207792207795,0.6692579380519292
1217,13452,4498,0.021565140062249855,0.06454930042025486
1218,13454,705,0.018439716312056764,0.2784453415750082
1219,13456,4138,0.0606573223779604,0.1180431314693256
1220,13459,2382,0.03400503778337527,0.19936394267759197
1221,13460,4230,0.03640661938534284,0.08872585042832697
1222,13461,3063,0.044074436826640584,0.0416658224321437
1223,13464,1370,0.03284671532846717,0.17894776008736948
1224,13468,453,0.0,0.33716349831411535
1225,13469,1162,0.12564543889845092,0.45982230391257495
1226,13470,679,0.0,0.24368628394352299
1227,13471,3509,0.049016813907096,0.09575130104258553
1228,13472,137,0.0,1.1767908475221374
1229,13473,549,0.010928961748633892,0.22533834886912749
1230,13475,43,0.0,1.183992749893754
1231,13476,3212,0.07534246575342463,0.19717424488280164
1232,13477,1724,0.007540603248259892,0.3256643816744494
1233,13478,2843,0.0179387970453746,0.19453002659500704
1234,13480,3449,0.013337199188170445,0.10691156411389696
1235,13483,238,0.0,0.5882653053568757
1236,13484,259,0.0,1.425134130422308
1237,13485,1088,0.014705882352941124,0.210195867072631
1238,13486,729,0.0,0.2909904449327356
1239,13488,149,0.10067114093959728,0.6660152400541899
1240,13489,628,0.04936305732484081,0.25515391516203517
1241,13490,1694,0.09681227863046049,0.3400826196580355
1242,13491,3508,0.04703534777651086,0.10013070010433933
1243,13492,11516,0.017193469954845386,0.05457973571910961
1244,13493,1775,0.036619718309859106,0.16756915804634473
1245,13494,238,0.012605042016806678,0.5591873460298344
1246,13495,2263,0.04639858594785684,0.20692102616644512
1247,13501,38376,0.3845632687096102,0.046008175028830006
1248,13502,32370,0.2154772937905468,0.046317487768669174
1249,13601,38466,0.15405812925700624,0.024477095292242693
1250,13602,3982,0.31240582621798096,0.24432338714498547
1251,13603,10005,0.33923038480759615,0.1113893851584968
1252,13605,4760,0.032773109243697474,0.1628387444423566
1253,13606,2991,0.005349381477766646,0.2249635622190772
1254,13607,1670,0.04610778443113772,0.203418696628975
1255,13608,1519,0.03423304805793281,0.1808937000339389
1256,13612,2685,0.12513966480446925,0.16427476148841677
1257,13613,2168,0.07241697416974169,0.23252509199256755
1258,13614,256,0.0546875,0.4830502845798235
1259,13615,1094,0.02468007312614262,0.26439736945033654
1260,13616,2144,0.34748134328358204,0.31574205682149925
1261,13617,11483,0.0755029173560916,0.058709772919570566
1262,13618,1787,0.020705092333519914,0.1375655436008311
1263,13619,10863,0.07677437172051915,0.058419159029895355
1264,13620,2182,0.025206232813932195,0.16841642178368016
1265,13621,462,0.017316017316017285,0.34583330196155176
1266,13622,2681,0.02834763148079078,0.22834346722205265
1267,13623,22,0.0,0.9642365197998375
1268,13624,5764,0.1266481609993061,0.09225554154171219
1269,13625,2010,0.027363184079602032,0.16299177220924732
1270,13626,2232,0.06362007168458783,0.16625537446018906
1271,13628,234,0.008547008547008517,0.4795105509532247
1272,13630,1547,0.018099547511312264,0.2827777873802611
1273,13633,334,0.008982035928143728,0.43384717901276404
1274,13634,4675,0.007914438502673815,0.14383183680911502
1275,13635,1085,0.04608294930875578,0.18955114717063384
1276,13636,293,0.020477815699658675,0.3999452727394762
1277,13637,4363,0.3646573458629383,0.17647487916759047
1278,13638,301,0.019933554817275767,0.8234568390691752
1279,13639,201,0.0,0.4432609673109701
1280,13640,435,0.0,0.5104173087185653
1281,13641,59,0.0,1.0067282986384745
1282,13642,9922,0.08224148357186056,0.0522466653820694
1283,13643,0,,inf
1284,13646,2423,0.028064382996285553,0.15011841973714524
1285,13647,91,0.10989010989010994,1.0598333146037464
1286,13648,2261,0.011941618752764227,0.15952468658599264
1287,13650,1612,0.011786600496277888,0.22243080362306492
1288,13651,159,0.0,0.37356584666459114
1289,13652,1785,0.021848739495798353,0.20871501191077535
1290,13654,3032,0.020778364116095016,0.2541082405573135
1291,13655,3429,0.9676290463692039,0.7660697956833766
1292,13656,2840,0.010563380281690127,0.14542445359328615
1293,13658,2137,0.029480580252690736,0.17597828169401347
1294,13659,527,0.0,0.25493413363461864
1295,13660,1781,0.028074115665356558,0.19127185190344406
1296,13661,1438,0.03268428372739918,0.19907783143755092
1297,13662,16517,0.06575043894169641,0.032133698153502366
1298,13664,357,0.03361344537815125,0.36069915167159133
1299,13665,881,0.02724177071509648,0.45895016638231917
1300,13666,211,0.018957345971563955,0.389081295873758
1301,13667,3025,0.036363636363636376,0.16762545159191597
1302,13668,3470,0.03919308357348705,0.16314868591126308
1303,13669,16103,0.10184437682419423,0.05510192099911358
1304,13670,410,0.019512195121951237,0.2787033476152808
1305,13672,900,0.015555555555555545,0.41415512208143435
1306,13673,2168,0.06180811808118081,0.17051636086337976
1307,13674,141,0.0,1.8454985494797838
1308,13675,92,0.0,1.5525605413008978
1309,13676,17060,0.10035169988276671,0.05941671967813267
1310,13677,85,0.0,1.5805916285346358
1311,13678,263,0.0,0.9517711047149726
1312,13679,1969,0.014220416455053342,0.19898851511421273
1313,13680,1470,0.08775510204081638,0.2889841725929598
1314,13681,735,0.042176870748299344,0.32338378377603466
1315,13682,978,0.04192229038854811,0.2687522965496284
1316,13684,1188,0.030303030303030276,0.29382558071321263
1317,13685,2299,0.06350587211831227,0.21564028207187927
1318,13687,481,0.029106029106029108,0.35801935419660036
1319,13690,741,0.04453441295546556,0.24895569332143755
1320,13691,2953,0.0633254317643075,0.08720534570125506
1321,13692,43,0.0,1.4799909373671927
1322,13693,511,0.10567514677103718,0.5558688089021331
1323,13694,1437,0.10090466249130137,0.18794246597131545
1324,13695,141,0.12765957446808507,0.9759203967118726
1325,13696,30,0.0,2.1213203435596424
1326,13697,2068,0.011121856866537772,0.2716548345024253
1327,13730,2799,0.018935334047874286,0.09411924310748204
1328,13731,1024,0.0205078125,0.24210239058053093
1329,13732,7862,0.010938692444670606,0.06801790641175973
1330,13733,4939,0.021461834379429057,0.09625341831224958
1331,13734,2140,0.0009345794392523477,0.2786774054272604
1332,13736,2062,0.019398642095053376,0.26943308326541093
1333,13739,826,0.03874092009685226,0.2226499375824046
1334,13740,499,0.02004008016032066,0.3206355147392318
1335,13743,3746,0.02696209289909235,0.1476092028979562
1336,13744,1175,0.014468085106382977,0.22550181277631104
1337,13746,1987,0.06089582284851536,0.17730818426256997
1338,13748,3795,0.02055335968379446,0.12349682716538989
1339,13750,840,0.042857142857142816,0.35728990641538755
1340,13751,167,0.0,1.007733017499391
1341,13752,809,0.008652657601977753,0.26423364179146935
1342,13753,5597,0.154011077362873,0.05137848437177454
1343,13754,3337,0.048246928378783305,0.1051343495481549
1344,13755,1212,0.011551155115511524,0.25057468225222884
1345,13756,447,0.0,0.3575081265059502
1346,13757,1106,0.012658227848101222,0.36482762489003095
1347,13760,44320,0.09954873646209383,0.024998989665941093
1348,13774,334,0.0,0.8976445365960963
1349,13775,1626,0.0073800738007380184,0.23483412099985174
1350,13776,448,0.0714285714285714,0.32261514227549015
1351,13777,436,0.022935779816513735,0.32484857707467285
1352,13778,5926,0.029699628754640606,0.07184592993111996
1353,13780,860,0.05697674418604648,0.29480775820682026
1354,13782,687,0.02328966521106257,0.26658685680083366
1355,13783,2403,0.06699958385351645,0.15537299222607723
1356,13784,107,0.0,0.8723186459497595
1357,13786,525,0.02285714285714291,0.38023114455523405
1358,13787,3685,0.01139755766621442,0.18430056987951934
1359,13788,1014,0.03747534516765283,0.23248693402080758
1360,13790,18034,0.19080625485194636,0.047641351228856724
1361,13794,29,0.0,0.9265537132789243
1362,13795,3581,0.052220050265288975,0.2122385245604958
1363,13796,1456,0.008241758241758212,0.25603249670807016
1364,13797,2235,0.02684563758389258,0.10906261742649444
1365,13801,1339,0.0933532486930545,0.17462920674624058
1366,13802,598,0.07525083612040129,0.5690420223109162
1367,13803,4302,0.029753602975360338,0.1309016292458379
1368,13804,578,0.06747404844290661,0.4133291188203968
1369,13806,268,0.14552238805970152,0.5205859922368309
1370,13807,1224,0.023692810457516367,0.251418645058544
1371,13808,1534,0.035853976531942666,0.1911859398397533
1372,13809,2109,0.04030346135609297,0.22053044720745524
1373,13810,1016,0.029527559055118058,0.26277660780455314
1374,13811,4518,0.031208499335989348,0.08664101532339859
1375,13812,2509,0.04663212435233166,0.12404388215265884
1376,13813,631,0.23454833597464342,0.5224525012215805
1377,13815,13444,0.04068729544778338,0.037384585757229735
1378,13820,22143,0.09908323172108568,0.027382412586208594
1379,13825,3416,0.04186182669789229,0.10512446452671481
1380,13826,13,0.0,2.393284490169853
1381,13827,11392,0.0474016853932584,0.0883280630826863
1382,13830,5124,0.04800936768149888,0.0685108774618497
1383,13832,679,0.013254786450662692,0.3700608862801682
1384,13833,4067,0.02901401524465208,0.13813830471049013
1385,13834,158,0.05696202531645567,1.678950731392916
1386,13835,1285,0.017120622568093435,0.19036874617153704
1387,13838,4732,0.053254437869822535,0.09380928274695241
1388,13839,990,0.05555555555555558,0.2924745753270912
1389,13841,628,0.143312101910828,0.3362784368286362
1390,13842,623,0.1252006420545746,0.3981288453908796
1391,13843,2001,0.0264867566216892,0.19485169591678966
1392,13844,930,0.0688172043010753,0.33170791065857647
1393,13845,59,0.0,1.7497896619192532
1394,13846,270,0.0,0.607588049019552
1395,13847,65,0.0,1.3054279037290109
1396,13849,3779,0.01720031754432394,0.14230630190355736
1397,13850,22291,0.151810147593199,0.04323212985989968
1398,13856,6258,0.015819750719079595,0.034425656125501455
1399,13859,352,0.022727272727272707,0.5791027858544968
1400,13860,95,0.0,1.3248948110653207
1401,13861,352,0.1789772727272727,0.5664862003417382
1402,13862,4504,0.013321492007104752,0.07587305745261895
1403,13863,769,0.041612483745123496,0.2649923137305221
1404,13864,1039,0.0,0.3906441697796711
1405,13865,6191,0.009045388467129656,0.07624124778656781
1406,13901,19160,0.12891440501043838,0.05113940490812664
1407,13902,6149,0.3642868759147829,0.11195193429273839
1408,13903,18099,0.14354384220122662,0.059136476579146446
1409,13904,9769,0.1476097860579384,0.109403719954532
1410,13905,27767,0.21774048330752327,0.054955959837886
1411,14001,9609,0.05297117285877828,0.06302921053408368
1412,14004,12363,0.1225430720698859,0.055054872803533765
1413,14005,1865,0.00965147453083115,0.16154302275184917
1414,14006,9826,0.03948707510685934,0.056199431170147106
1415,14008,1450,0.046206896551724164,0.31097248472618944
1416,14009,5368,0.030923994038748126,0.053896901614672706
1417,14011,9859,0.255502586469216,0.045143793884515886
1418,14012,2453,0.01549123522217688,0.11798261406815592
1419,14013,1742,0.3128587830080367,0.17126062381751583
1420,14020,22725,0.09663366336633661,0.023299254982399858
1421,14024,1770,0.015254237288135575,0.14693850535704678
1422,14025,2762,0.0021723388848660097,0.18658197452981282
1423,14026,655,0.013740458015267132,0.440261174255748
1424,14028,1558,0.04172015404364571,0.29757964606668474
1425,14030,1663,0.010222489476849117,0.1744055084021022
1426,14031,10069,0.07220180752805638,0.09813618770111567
1427,14032,8187,0.03591058995969221,0.10376042955990444
1428,14033,2045,0.014669926650366705,0.2208583335767229
1429,14034,2957,0.24078457896516736,0.12465763173991162
1430,14035,103,0.0,1.592706536264845
1431,14036,5092,0.026904948939513007,0.10246690896558096
1432,14037,912,0.015350877192982448,0.2414428834825211
1433,14039,108,0.0,0.45830995076905856
1434,14040,2117,0.0075578649031649014,0.1374847278999259
1435,14041,179,0.05027932960893855,0.6489971996067643
1436,14042,3960,0.007323232323232287,0.07473718076746752
1437,14043,24004,0.04532577903682722,0.039674816865180006
1438,14047,6390,0.022848200312989064,0.09019149164860742
1439,14048,14349,0.12662903338211717,0.03775524155271439
1440,14051,20108,0.11716729659836878,0.06045390801327236
1441,14052,16524,0.025114984265311113,0.06296724293341681
1442,14054,1288,0.0892857142857143,0.19404501866774193
1443,14055,1536,0.025390625,0.2487712686959481
1444,14057,8154,0.007726269315673329,0.04544253194839297
1445,14058,2036,0.13064833005893906,0.17197896992311462
1446,14059,10087,0.009715475364330373,0.09312455142240275
1447,14060,349,0.0630372492836676,0.3430508701770497
1448,14061,307,0.08794788273615639,0.35694105793721886
1449,14062,3073,0.05532053368044254,0.15228730448446373
1450,14063,14538,0.07765855000687849,0.029003322944772526
1451,14065,1725,0.002318840579710102,0.16005351248774966
1452,14066,1101,0.01816530426884655,0.1879509297891845
1453,14067,5691,0.05745914602003166,0.14539588968474101
1454,14068,7141,0.1295336787564767,0.1282192513408472
1455,14069,842,0.001187648456057011,0.3092280847044538
1456,14070,6356,0.2558212712397735,0.08021896207750838
1457,14072,20735,0.06047745358090184,0.02290154758034698
1458,14075,43112,0.03263592503247359,0.026743577569422732
1459,14080,4249,0.016003765591903973,0.10606456888381662
1460,14081,3154,0.4340519974635384,0.15414818888189347
1461,14082,428,0.0,0.3700745770695949
1462,14085,7308,0.011904761904761862,0.09149684825330781
1463,14086,32875,0.03701901140684416,0.026759480705933893
1464,14091,916,0.2412663755458515,0.341920935249255
1465,14092,11399,0.08746381261514169,0.054321377299194507
1466,14094,49463,0.09022906010553344,0.02444440489967689
1467,14098,2876,0.03198887343532686,0.11018034803862872
1468,14101,2181,0.009170105456212774,0.18662878450444045
1469,14102,1290,0.0,0.36616072080047574
1470,14103,10601,0.10423544948589758,0.06014295752920224
1471,14105,4303,0.025563560306762767,0.14020055153573308
1472,14108,5756,0.012856150104239017,0.10547144955149415
1473,14109,1174,0.15502555366269166,0.21468705912730812
1474,14111,3738,0.06447298020331726,0.09758155657309868
1475,14112,0,,inf
1476,14113,560,0.0,0.2904188565587606
1477,14120,44864,0.048702746077032844,0.026829538130743884
1478,14125,3798,0.03712480252764616,0.06349391652908705
1479,14126,510,0.0,0.5351827794862889
1480,14127,30578,0.03708548629733799,0.026084860465729512
1481,14129,1539,0.2573099415204678,0.2293920450203047
1482,14130,128,0.0,0.5745242597140698
1483,14131,5382,0.029728725380899323,0.12700784426996578
1484,14132,6171,0.12056392805055904,0.13562163299748287
1485,14134,125,0.0,0.9842926394116741
1486,14135,114,0.03508771929824561,0.682179204343792
1487,14136,5157,0.028504944735311177,0.0848517573289084
1488,14138,2152,0.02555762081784385,0.1841126330344648
1489,14139,2417,0.06164666942490693,0.19084296819310723
1490,14141,7424,0.029768318965517238,0.05276683934068378
1491,14143,1208,0.04552980132450335,0.19475458159399142
1492,14145,1744,0.00917431192660545,0.17067657846922932
1493,14150,41095,0.08867258790607124,0.027137426763841264
1494,14167,1759,0.032973280272882266,0.15490916263836532
1495,14168,96,0.22916666666666663,1.6102365457111003
1496,14169,201,0.0,0.4925121859010779
1497,14170,2655,0.016195856873822967,0.21508201839250132
1498,14171,2054,0.08081791626095425,0.18298833858390137
1499,14172,2999,0.022007335778592818,0.16647499316935116
1500,14173,396,0.0,0.642824346533225
1501,14174,5412,0.027716186252771613,0.08425035247212008
1502,14201,11711,0.4606779950473914,0.12707847580906484
1503,14202,3419,0.4121088037437848,0.197213290212034
1504,14203,1807,0.6591034864416159,0.35402224253190184
1505,14204,8687,0.8056866582249338,0.2105575687212717
1506,14206,20352,0.18312696540880502,0.05484391101139995
1507,14207,23383,0.4616601804729932,0.09105056045061245
1508,14208,11514,0.8416710092061838,0.18417648835060715
1509,14209,7693,0.5189132978031977,0.15915220941966615
1510,14210,14379,0.1664232561374226,0.0994112075819225
1511,14211,22017,0.8461643275650633,0.1653341303452897
1512,14212,10611,0.5473565168221657,0.11289853081922788
1513,14213,24258,0.6127875340093989,0.10410243626630043
1514,14214,20381,0.4488494185761248,0.10119414534050925
1515,14215,39458,0.8637285214658624,0.09048735624813313
1516,14216,22171,0.23742726985702045,0.07609223197438085
1517,14217,22815,0.08503177733946965,0.0374885651326967
1518,14218,18912,0.17866962774957695,0.04066864361442345
1519,14219,11501,0.060255629945222156,0.06876186030061592
1520,14220,24132,0.12199569036963365,0.06355041181552967
1521,14221,54603,0.11849165796751093,0.03111476022026805
1522,14222,14377,0.22563817208040615,0.09867261444288344
1523,14223,23111,0.10021202025009734,0.050579610518854554
1524,14224,40660,0.03295622233152973,0.019310111146873553
1525,14225,33273,0.18152856670573736,0.0352868675728553
1526,14226,29414,0.20201264703882504,0.0443922205221709
1527,14227,22657,0.09281899633667301,0.04108039650625182
1528,14228,21533,0.259787303209028,0.062718364402408
1529,14261,5817,0.42702423929860756,0.09934014419199237
1530,14301,12730,0.37981146897093476,0.10086185166838774
1531,14302,48,0.16666666666666663,1.4682046860026021
1532,14303,5655,0.347656940760389,0.1686115786124484
1533,14304,29409,0.10425379985718652,0.043463235334501395
1534,14305,16682,0.38070974703272986,0.0654157148862625
1535,14411,14424,0.177759290072102,0.06174671627299685
1536,14414,7046,0.044280442804428,0.03944238631642324
1537,14415,173,0.10982658959537572,0.7487030688350703
1538,14416,3550,0.07436619718309856,0.08284511957309222
1539,14418,1339,0.0007468259895444529,0.21342637235250206
1540,14420,20795,0.09079105554219769,0.03455769984337244
1541,14422,2434,0.01396877567789645,0.13311011636633938
1542,14423,4816,0.052740863787375414,0.06889602900456078
1543,14424,27330,0.05221368459568243,0.024247616236402595
1544,14425,11860,0.08718381112984819,0.04024486828408085
1545,14427,2156,0.02504638218923938,0.12564214057855425
1546,14428,7837,0.023095572285313226,0.07227923716201962
1547,14432,6237,0.043931377264710636,0.13990714113330313
1548,14433,4375,0.05645714285714287,0.11448124056486805
1549,14435,2910,0.027835051546391765,0.12495440597629638
1550,14437,11484,0.10963079066527337,0.04347425031372214
1551,14441,457,0.06345733041575496,0.39642546307182824
1552,14445,7978,0.11732263725244418,0.07260869769278396
1553,14450,41191,0.07030662037823798,0.024698622076228825
1554,14454,11256,0.10083511016346836,0.03715615291609906
1555,14456,19522,0.17262575555783222,0.035681859149772385
1556,14462,530,0.058490566037735836,0.3769312868361363
1557,14464,7538,0.058636243035287916,0.07493112605622164
1558,14466,1910,0.02617801047120416,0.30502766855527685
1559,14467,10782,0.23019847894639212,0.09768811686553153
1560,14468,18547,0.030031811074567316,0.05891736032263077
1561,14469,6207,0.01466086676333167,0.07253256389457055
1562,14470,7848,0.03746177370030579,0.05366866442634933
1563,14471,2550,0.04862745098039212,0.21923981850532234
1564,14472,8303,0.01746356738528243,0.08317664936672636
1565,14475,260,0.0,0.39706765405090744
1566,14476,2246,0.04407836153161171,0.07996649758248134
1567,14477,1740,0.02011494252873558,0.2553625873182234
1568,14478,1566,0.21647509578544066,0.24523096955517742
1569,14479,252,0.0,0.6397632782164001
1570,14480,808,0.0866336633663366,0.9623777042763483
1571,14481,1798,0.08453837597330371,0.1796816778579007
1572,14482,8278,0.05653539502295235,0.05459178331201615
1573,14485,4323,0.06893361091834371,0.07710298397648443
1574,14486,361,0.04432132963988922,0.5011698299044834
1575,14487,5874,0.03489955737146744,0.1475717577224355
1576,14489,7073,0.08214336208115369,0.08811380931659375
1577,14502,10866,0.0365359838026873,0.05267984380942914
1578,14504,1910,0.03403141361256545,0.16609436654314452
1579,14505,5065,0.05054294175715701,0.10487122900041435
1580,14506,1404,0.014245014245014231,0.25920088133550223
1581,14507,1272,0.04952830188679247,0.2137368444484704
1582,14510,4651,0.05117179101268543,0.08289848941230335
1583,14511,334,0.053892215568862256,0.8049171815957032
1584,14512,4592,0.011106271777003518,0.10484223675541346
1585,14513,13740,0.12671033478893745,0.03930460160643008
1586,14514,6784,0.10952240566037741,0.0874665309218897
1587,14516,2547,0.08284255987436195,0.18018153652086039
1588,14517,3163,0.0312993993044578,0.11150953390474688
1589,14519,11774,0.05206386954306097,0.04664545634671152
1590,14521,2454,0.050937245313773416,0.18803908709446238
1591,14522,9232,0.03087088388214909,0.0639806020960318
1592,14525,2751,0.05416212286441291,0.14208069983502133
1593,14526,20329,0.08096807516355942,0.051877073647313386
1594,14527,12738,0.020568378081331495,0.05356224439279332
1595,14529,190,0.0,1.1090411620715324
1596,14530,5289,0.02401210058612213,0.05102861277435066
1597,14532,4611,0.009759271307742345,0.11342035713256587
1598,14533,1820,0.02197802197802201,0.20507004365655127
1599,14534,32195,0.11203603043950927,0.040262595327768325
1600,14536,537,0.040968342644320255,0.225798820359802
1601,14537,194,0.0,0.5686013292015537
1602,14539,186,0.11827956989247312,0.7438986279595612
1603,14541,4317,0.2823720176048181,0.10690008057460544
1604,14542,42,0.0,1.0101525445522108
1605,14543,3186,0.035153797865662306,0.12051502437748228
1606,14544,2242,0.012488849241748423,0.2151845177286231
1607,14545,213,0.136150234741784,0.4309905578855016
1608,14546,4834,0.12577575506826644,0.11641315300720705
1609,14548,3548,0.027057497181510737,0.17699170698551242
1610,14549,48,0.0,0.795495128834866
1611,14550,1774,0.04735062006764379,0.15069577747735402
1612,14551,5339,0.12867578198164453,0.15205315492738108
1613,14555,1115,0.06278026905829592,0.22142725624064544
1614,14559,18423,0.046463659555989745,0.05269531435811299
1615,14560,2091,0.009086561453849784,0.1674858069846027
1616,14561,2896,0.011740331491712719,0.16824351203687996
1617,14564,14789,0.04604773818378527,0.02638008960871896
1618,14568,6085,0.016762530813475784,0.07698955052265302
1619,14569,6084,0.054076265614727115,0.050916745246074264
1620,14571,1142,0.08493870402802106,0.32852549051639823
1621,14572,4968,0.04166666666666663,0.07398803778097839
1622,14580,51928,0.08694731166230163,0.021040989380971074
1623,14585,75,0.0,0.5656854249492381
1624,14586,11267,0.2441643738350936,0.08237026361969643
1625,14588,677,0.47562776957163955,0.41137081350777194
1626,14589,7618,0.07206615909687586,0.06927688099470644
1627,14590,5198,0.0638707195075029,0.11153205594088636
1628,14591,1557,0.02440590879897242,0.1416179443198147
1629,14592,152,0.0,1.0513561351852614
1630,14604,1690,0.4502958579881656,0.2758549952306742
1631,14605,13199,0.7152814607167209,0.1166773149372672
1632,14606,28704,0.36942586399108135,0.06080766547144607
1633,14607,16675,0.20125937031484253,0.07468342430885463
1634,14608,12399,0.7753851117025566,0.1601903943042839
1635,14609,43762,0.4558749600109684,0.054768435083689185
1636,14610,13781,0.12473695667948625,0.06486703611495002
1637,14611,16531,0.7327445405601597,0.12706479568093665
1638,14612,33905,0.10603155876714354,0.04100312830841693
1639,14613,13232,0.6004383313180169,0.1350940739151072
1640,14614,1179,0.6395250212044106,0.3357662738871955
1641,14615,16375,0.36616793893129773,0.10049756575600531
1642,14616,28280,0.15289957567185286,0.05058139934946501
1643,14617,22848,0.07011554621848737,0.04104674015571731
1644,14618,22705,0.14089407619467076,0.05643354716262111
1645,14619,14787,0.8006356935145736,0.1464684982364791
1646,14620,24902,0.28584049473937834,0.06228358472255857
1647,14621,34095,0.6565772107347119,0.08754547482912395
1648,14622,11952,0.11889223560910311,0.07256224255635095
1649,14623,25923,0.27843999537090613,0.06478714725029666
1650,14624,35694,0.16221213649352828,0.04190238883141145
1651,14625,10354,0.043847788294378964,0.057099210360427054
1652,14626,30500,0.11439344262295081,0.04162763382954627
1653,14627,2506,0.267757382282522,0.15564943169853743
1654,14701,40070,0.09940104816571005,0.024105591322783775
1655,14706,6198,0.043885124233623785,0.0552100210813509
1656,14707,193,0.020725388601036232,0.5702217585472474
1657,14708,209,0.0,0.7510894996335576
